order_id,user_id,rest_id,order_time,weekday,weekend_flag
94,1059.0,45,2024-04-19 20:00:00,4,0
95,709.0,50,2024-02-13 21:00:00,1,0
96,1556.0,102,2024-02-13 06:00:00,1,0
97,1854.0,2,2024-04-26 20:00:00,4,0
98,1308.0,18,2024-06-13 12:00:00,3,0
99,2611.0,119,2024-02-23 14:00:00,4,0
100,2818.0,64,2024-02-23 13:00:00,4,0
101,927.0,87,2024-02-05 00:00:00,0,0
102,253.0,66,2024-05-29 17:00:00,2,0
103,1593.0,44,2024-03-05 03:00:00,1,0
104,2657.0,90,2024-03-30 16:00:00,5,1
105,1598.0,60,2024-04-18 13:00:00,3,0
106,2387.0,107,2024-06-15 14:00:00,5,1
107,1996.0,60,2024-04-17 16:00:00,2,0
108,1662.0,69,2024-03-30 02:00:00,5,1
109,1969.0,115,2024-05-04 02:00:00,5,1
110,1220.0,44,2024-05-15 06:00:00,2,0
111,213.0,89,2024-01-26 05:00:00,4,0
112,2664.0,49,2024-01-07 02:00:00,6,1
113,1750.0,37,2024-06-16 12:00:00,6,1
114,1477.0,63,2024-03-31 23:00:00,6,1
115,931.0,58,2024-03-06 04:00:00,2,0
116,1794.0,20,2024-03-18 18:00:00,0,0
117,64.0,72,2024-05-08 00:00:00,2,0
118,2237.0,13,2024-04-08 11:00:00,0,0
119,806.0,108,2024-02-20 00:00:00,1,0
120,933.0,40,2024-03-03 21:00:00,6,1
121,206.0,50,2024-06-20 08:00:00,3,0
122,2739.0,67,2024-03-18 07:00:00,0,0
123,1402.0,84,2024-05-18 11:00:00,5,1
124,843.0,99,2024-06-21 12:00:00,4,0
125,2434.0,27,2024-03-13 05:00:00,2,0
126,1424.0,88,2024-02-01 13:00:00,3,0
127,2396.0,62,2024-05-22 12:00:00,2,0
128,1918.0,91,2024-01-28 04:00:00,6,1
129,877.0,104,2024-01-19 14:00:00,4,0
130,1400.0,37,2024-02-25 09:00:00,6,1
131,2668.0,49,2024-02-26 14:00:00,0,0
132,12.0,102,2024-04-21 15:00:00,6,1
133,958.0,106,2024-06-14 04:00:00,4,0
134,818.0,91,2024-01-06 23:00:00,5,1
135,1168.0,117,2024-05-23 21:00:00,3,0
136,2265.0,48,2024-03-22 19:00:00,4,0
137,436.0,5,2024-06-01 10:00:00,5,1
138,1165.0,66,2024-05-30 13:00:00,3,0
139,2905.0,37,2024-04-22 00:00:00,0,0
140,2058.0,15,2024-03-17 21:00:00,6,1
141,1075.0,113,2024-06-09 17:00:00,6,1
142,947.0,8,2024-04-11 21:00:00,3,0
143,1240.0,65,2024-06-06 10:00:00,3,0
144,1776.0,65,2024-06-26 11:00:00,2,0
145,1405.0,86,2024-02-02 00:00:00,4,0
146,677.0,98,2024-01-15 21:00:00,0,0
147,2418.0,77,2024-06-14 20:00:00,4,0
148,2258.0,120,2024-05-21 14:00:00,1,0
149,561.0,48,2024-02-21 12:00:00,2,0
150,1773.0,108,2024-06-10 12:00:00,0,0
151,330.0,17,2024-04-06 03:00:00,5,1
152,303.0,5,2024-02-24 19:00:00,5,1
153,608.0,42,2024-04-04 02:00:00,3,0
154,2343.0,90,2024-04-06 07:00:00,5,1
155,1066.0,8,2024-06-11 06:00:00,1,0
156,2015.0,47,2024-01-01 05:00:00,0,0
157,2418.0,82,2024-05-06 22:00:00,0,0
158,2305.0,93,2024-03-12 17:00:00,1,0
159,1152.0,100,2024-06-19 01:00:00,2,0
160,329.0,33,2024-01-20 06:00:00,5,1
161,2778.0,27,2024-02-17 22:00:00,5,1
162,2257.0,102,2024-03-17 05:00:00,6,1
163,538.0,21,2024-01-06 20:00:00,5,1
164,2812.0,112,2024-04-23 00:00:00,1,0
165,2183.0,69,2024-01-31 01:00:00,2,0
166,373.0,89,2024-03-30 10:00:00,5,1
167,1456.0,108,2024-02-08 09:00:00,3,0
168,2817.0,72,2024-01-02 21:00:00,1,0
169,831.0,53,2024-02-27 15:00:00,1,0
170,339.0,107,2024-01-03 00:00:00,2,0
171,346.0,99,2024-02-24 10:00:00,5,1
172,1366.0,35,2024-02-01 17:00:00,3,0
173,2794.0,86,2024-01-29 03:00:00,0,0
174,153.0,40,2024-02-10 20:00:00,5,1
175,344.0,44,2024-05-20 14:00:00,0,0
176,144.0,43,2024-02-15 16:00:00,3,0
177,2331.0,84,2024-03-17 17:00:00,6,1
178,2068.0,33,2024-03-17 07:00:00,6,1
179,2845.0,58,2024-04-18 10:00:00,3,0
180,1209.0,114,2024-06-13 00:00:00,3,0
181,814.0,25,2024-02-27 11:00:00,1,0
182,27.0,101,2024-02-05 11:00:00,0,0
183,1920.0,115,2024-06-01 03:00:00,5,1
184,438.0,4,2024-04-09 21:00:00,1,0
185,639.0,24,2024-02-18 08:00:00,6,1
186,1921.0,60,2024-02-08 08:00:00,3,0
187,1717.0,7,2024-03-07 11:00:00,3,0
188,2360.0,14,2024-05-06 20:00:00,0,0
189,1939.0,23,2024-01-13 09:00:00,5,1
190,827.0,97,2024-03-19 08:00:00,1,0
191,1643.0,30,2024-01-08 02:00:00,0,0
192,1454.0,14,2024-01-13 23:00:00,5,1
193,1009.0,77,2024-03-13 13:00:00,2,0
194,137.0,98,2024-03-01 09:00:00,4,0
195,1435.0,19,2024-02-14 08:00:00,2,0
196,727.0,25,2024-04-12 06:00:00,4,0
197,2731.0,63,2024-05-08 01:00:00,2,0
198,1625.0,69,2024-02-05 20:00:00,0,0
199,1095.0,107,2024-04-17 16:00:00,2,0
200,511.0,82,2024-01-24 07:00:00,2,0
201,27.0,115,2024-02-26 03:00:00,0,0
202,2237.0,21,2024-05-28 21:00:00,1,0
203,2977.0,94,2024-04-15 12:00:00,0,0
204,2356.0,119,2024-02-24 20:00:00,5,1
205,2366.0,22,2024-01-20 08:00:00,5,1
206,2735.0,108,2024-04-03 23:00:00,2,0
207,1381.0,15,2024-06-20 17:00:00,3,0
208,423.0,12,2024-01-20 00:00:00,5,1
209,2005.0,29,2024-02-23 05:00:00,4,0
210,1912.0,87,2024-03-12 03:00:00,1,0
211,1492.0,120,2024-02-03 17:00:00,5,1
212,857.0,45,2024-01-18 11:00:00,3,0
213,2319.0,61,2024-02-14 15:00:00,2,0
214,2906.0,72,2024-03-17 09:00:00,6,1
215,14.0,83,2024-05-20 11:00:00,0,0
216,853.0,13,2024-02-15 04:00:00,3,0
217,2350.0,84,2024-01-11 06:00:00,3,0
218,2314.0,44,2024-03-06 19:00:00,2,0
219,2299.0,79,2024-02-15 01:00:00,3,0
220,2442.0,24,2024-01-15 07:00:00,0,0
221,2220.0,67,2024-01-23 07:00:00,1,0
222,1118.0,39,2024-04-16 01:00:00,1,0
223,2787.0,87,2024-06-22 23:00:00,5,1
224,717.0,34,2024-02-04 13:00:00,6,1
225,2868.0,7,2024-04-11 21:00:00,3,0
226,1739.0,94,2024-03-30 17:00:00,5,1
227,1472.0,108,2024-02-13 09:00:00,1,0
228,794.0,56,2024-04-08 01:00:00,0,0
229,1576.0,102,2024-06-26 21:00:00,2,0
230,2175.0,109,2024-06-05 22:00:00,2,0
231,1504.0,67,2024-06-08 20:00:00,5,1
232,1776.0,39,2024-05-18 03:00:00,5,1
233,1963.0,75,2024-06-13 15:00:00,3,0
234,597.0,41,2024-02-11 21:00:00,6,1
235,249.0,91,2024-05-13 11:00:00,0,0
236,712.0,60,2024-02-14 16:00:00,2,0
237,137.0,8,2024-02-28 17:00:00,2,0
238,1176.0,79,2024-06-13 15:00:00,3,0
239,459.0,86,2024-02-15 11:00:00,3,0
240,2285.0,64,2024-01-03 13:00:00,2,0
241,1350.0,3,2024-02-11 10:00:00,6,1
242,1396.0,38,2024-03-28 11:00:00,3,0
243,1581.0,101,2024-06-28 04:00:00,4,0
244,2535.0,92,2024-04-18 10:00:00,3,0
245,2918.0,17,2024-03-28 20:00:00,3,0
246,2759.0,94,2024-05-25 05:00:00,5,1
247,2452.0,46,2024-03-10 23:00:00,6,1
248,389.0,60,2024-01-05 22:00:00,4,0
249,2181.0,26,2024-01-25 01:00:00,3,0
250,2153.0,17,2024-05-25 07:00:00,5,1
251,785.0,64,2024-03-31 21:00:00,6,1
252,957.0,117,2024-05-25 19:00:00,5,1
253,107.0,13,2024-02-27 07:00:00,1,0
254,57.0,53,2024-02-14 13:00:00,2,0
255,2628.0,84,2024-05-10 16:00:00,4,0
256,2867.0,56,2024-02-03 03:00:00,5,1
257,2472.0,9,2024-02-02 21:00:00,4,0
258,1070.0,78,2024-03-23 18:00:00,5,1
259,1870.0,33,2024-03-30 20:00:00,5,1
260,1271.0,79,2024-03-05 02:00:00,1,0
261,905.0,86,2024-03-05 03:00:00,1,0
262,2008.0,115,2024-01-01 08:00:00,0,0
263,2698.0,68,2024-03-01 02:00:00,4,0
264,34.0,29,2024-03-08 15:00:00,4,0
265,1394.0,83,2024-06-13 13:00:00,3,0
266,2703.0,80,2024-04-29 04:00:00,0,0
267,2199.0,83,2024-03-01 02:00:00,4,0
268,485.0,28,2024-06-12 10:00:00,2,0
269,1516.0,24,2024-01-17 12:00:00,2,0
270,263.0,98,2024-02-09 12:00:00,4,0
271,467.0,94,2024-04-27 20:00:00,5,1
272,1633.0,118,2024-03-18 08:00:00,0,0
273,2745.0,70,2024-02-27 12:00:00,1,0
274,2347.0,120,2024-03-31 00:00:00,6,1
275,2530.0,62,2024-05-27 15:00:00,0,0
276,424.0,63,2024-02-25 06:00:00,6,1
277,1360.0,96,2024-02-16 03:00:00,4,0
278,1253.0,80,2024-03-23 03:00:00,5,1
279,787.0,49,2024-03-23 20:00:00,5,1
280,1834.0,86,2024-01-17 17:00:00,2,0
281,1737.0,118,2024-05-07 16:00:00,1,0
282,2886.0,28,2024-01-02 01:00:00,1,0
283,623.0,103,2024-05-15 23:00:00,2,0
284,175.0,31,2024-04-04 17:00:00,3,0
285,2743.0,39,2024-05-24 16:00:00,4,0
286,678.0,38,2024-05-19 05:00:00,6,1
287,258.0,11,2024-04-03 14:00:00,2,0
288,2174.0,102,2024-01-16 10:00:00,1,0
289,2193.0,70,2024-03-29 04:00:00,4,0
290,9.0,45,2024-05-10 05:00:00,4,0
291,549.0,45,2024-04-08 22:00:00,0,0
292,2352.0,45,2024-04-12 02:00:00,4,0
293,1150.0,37,2024-05-31 08:00:00,4,0
294,477.0,104,2024-06-25 18:00:00,1,0
295,2860.0,66,2024-02-15 12:00:00,3,0
296,1643.0,50,2024-06-10 19:00:00,0,0
297,2203.0,16,2024-01-27 22:00:00,5,1
298,1946.0,99,2024-05-26 23:00:00,6,1
299,2496.0,66,2024-06-14 14:00:00,4,0
300,2830.0,2,2024-03-10 10:00:00,6,1
301,2762.0,53,2024-04-20 08:00:00,5,1
302,378.0,7,2024-01-17 19:00:00,2,0
303,923.0,117,2024-04-13 18:00:00,5,1
304,479.0,68,2024-06-09 17:00:00,6,1
305,1342.0,81,2024-02-24 18:00:00,5,1
306,306.0,42,2024-03-07 06:00:00,3,0
307,1587.0,44,2024-01-20 01:00:00,5,1
308,1773.0,76,2024-02-06 15:00:00,1,0
309,1412.0,36,2024-06-19 13:00:00,2,0
310,1907.0,13,2024-04-03 06:00:00,2,0
311,1755.0,60,2024-05-31 05:00:00,4,0
312,2704.0,10,2024-06-18 10:00:00,1,0
313,1697.0,107,2024-02-07 15:00:00,2,0
314,2223.0,13,2024-03-09 07:00:00,5,1
315,2320.0,60,2024-02-14 18:00:00,2,0
316,500.0,62,2024-04-13 15:00:00,5,1
317,1454.0,71,2024-02-21 06:00:00,2,0
318,294.0,35,2024-03-10 06:00:00,6,1
319,877.0,58,2024-02-13 17:00:00,1,0
320,2853.0,23,2024-03-29 19:00:00,4,0
321,1966.0,82,2024-05-23 13:00:00,3,0
322,1118.0,115,2024-01-23 02:00:00,1,0
323,2378.0,67,2024-05-28 04:00:00,1,0
324,906.0,28,2024-06-08 02:00:00,5,1
325,2546.0,114,2024-05-10 04:00:00,4,0
326,626.0,29,2024-03-07 15:00:00,3,0
327,1729.0,16,2024-05-16 01:00:00,3,0
328,809.0,39,2024-01-21 22:00:00,6,1
329,1362.0,37,2024-02-12 04:00:00,0,0
330,2689.0,107,2024-04-28 12:00:00,6,1
331,325.0,115,2024-06-18 02:00:00,1,0
332,2980.0,103,2024-04-09 19:00:00,1,0
333,260.0,78,2024-05-23 03:00:00,3,0
334,1663.0,65,2024-04-15 12:00:00,0,0
335,2029.0,46,2024-03-23 07:00:00,5,1
336,444.0,36,2024-04-14 17:00:00,6,1
337,2803.0,8,2024-04-09 13:00:00,1,0
338,1338.0,55,2024-06-11 15:00:00,1,0
339,1788.0,93,2024-05-20 19:00:00,0,0
340,2244.0,57,2024-04-23 07:00:00,1,0
341,2143.0,69,2024-01-31 16:00:00,2,0
342,1538.0,53,2024-04-12 16:00:00,4,0
343,1742.0,60,2024-04-06 18:00:00,5,1
344,2566.0,12,2024-02-21 16:00:00,2,0
345,967.0,58,2024-02-16 05:00:00,4,0
346,2350.0,60,2024-05-29 13:00:00,2,0
347,1345.0,98,2024-06-16 15:00:00,6,1
348,254.0,86,2024-02-16 05:00:00,4,0
349,957.0,98,2024-01-18 00:00:00,3,0
350,2822.0,34,2024-03-17 06:00:00,6,1
351,475.0,17,2024-02-03 12:00:00,5,1
352,2712.0,101,2024-01-05 22:00:00,4,0
353,1975.0,85,2024-01-25 20:00:00,3,0
354,1568.0,20,2024-05-19 15:00:00,6,1
355,1828.0,45,2024-03-20 01:00:00,2,0
356,1013.0,90,2024-01-20 15:00:00,5,1
357,171.0,66,2024-01-10 06:00:00,2,0
358,94.0,30,2024-01-29 17:00:00,0,0
359,1456.0,31,2024-05-07 22:00:00,1,0
360,2427.0,51,2024-06-02 12:00:00,6,1
361,2804.0,114,2024-03-01 07:00:00,4,0
362,2415.0,81,2024-03-22 06:00:00,4,0
363,805.0,48,2024-05-23 05:00:00,3,0
364,2195.0,42,2024-06-24 08:00:00,0,0
365,378.0,43,2024-03-30 05:00:00,5,1
366,2918.0,88,2024-01-02 03:00:00,1,0
367,1075.0,88,2024-01-11 20:00:00,3,0
368,912.0,74,2024-01-23 03:00:00,1,0
369,2764.0,90,2024-02-01 17:00:00,3,0
370,592.0,2,2024-03-01 23:00:00,4,0
371,1991.0,109,2024-03-15 11:00:00,4,0
372,473.0,50,2024-02-01 08:00:00,3,0
373,138.0,103,2024-02-18 10:00:00,6,1
374,302.0,119,2024-06-15 10:00:00,5,1
375,2517.0,97,2024-03-01 01:00:00,4,0
376,1037.0,35,2024-06-20 04:00:00,3,0
377,979.0,20,2024-06-07 11:00:00,4,0
378,2471.0,73,2024-03-26 10:00:00,1,0
379,2652.0,78,2024-03-14 12:00:00,3,0
380,2299.0,1,2024-06-04 13:00:00,1,0
381,662.0,24,2024-02-27 04:00:00,1,0
382,1261.0,64,2024-04-28 08:00:00,6,1
383,266.0,37,2024-05-28 18:00:00,1,0
384,2051.0,5,2024-05-10 01:00:00,4,0
385,2484.0,30,2024-01-01 12:00:00,0,0
386,1003.0,84,2024-02-17 16:00:00,5,1
387,830.0,33,2024-03-18 15:00:00,0,0
388,71.0,26,2024-02-03 19:00:00,5,1
389,1139.0,97,2024-04-28 08:00:00,6,1
390,602.0,50,2024-06-13 17:00:00,3,0
391,1149.0,52,2024-03-17 23:00:00,6,1
392,115.0,120,2024-06-15 01:00:00,5,1
393,1827.0,104,2024-04-27 01:00:00,5,1
394,2454.0,120,2024-03-27 18:00:00,2,0
395,2263.0,16,2024-02-23 15:00:00,4,0
396,1958.0,26,2024-04-30 22:00:00,1,0
397,2578.0,81,2024-06-08 04:00:00,5,1
398,144.0,26,2024-02-07 09:00:00,2,0
399,170.0,56,2024-05-23 18:00:00,3,0
400,1666.0,48,2024-04-08 12:00:00,0,0
401,2002.0,69,2024-01-24 14:00:00,2,0
402,2986.0,57,2024-06-10 08:00:00,0,0
403,2543.0,112,2024-03-15 15:00:00,4,0
404,2827.0,97,2024-01-25 06:00:00,3,0
405,10.0,20,2024-01-18 16:00:00,3,0
406,656.0,118,2024-01-16 08:00:00,1,0
407,253.0,52,2024-01-14 22:00:00,6,1
408,849.0,88,2024-06-27 00:00:00,3,0
409,2718.0,64,2024-04-06 15:00:00,5,1
410,620.0,61,2024-05-26 06:00:00,6,1
411,979.0,40,2024-01-31 12:00:00,2,0
412,1195.0,52,2024-01-04 02:00:00,3,0
413,33.0,37,2024-01-25 11:00:00,3,0
414,1309.0,80,2024-05-23 04:00:00,3,0
415,2250.0,24,2024-02-06 12:00:00,1,0
416,2438.0,106,2024-06-12 01:00:00,2,0
417,2247.0,100,2024-04-07 10:00:00,6,1
418,2679.0,11,2024-04-21 13:00:00,6,1
419,584.0,93,2024-03-29 23:00:00,4,0
420,1782.0,6,2024-02-23 21:00:00,4,0
421,1380.0,87,2024-04-02 10:00:00,1,0
422,986.0,114,2024-06-19 18:00:00,2,0
423,1714.0,101,2024-06-23 00:00:00,6,1
424,311.0,34,2024-02-07 12:00:00,2,0
425,1395.0,36,2024-03-12 07:00:00,1,0
426,102.0,17,2024-06-21 09:00:00,4,0
427,2253.0,60,2024-04-16 13:00:00,1,0
428,82.0,84,2024-02-26 07:00:00,0,0
429,2205.0,120,2024-06-25 15:00:00,1,0
430,2498.0,13,2024-03-01 06:00:00,4,0
431,856.0,67,2024-06-05 01:00:00,2,0
432,2650.0,3,2024-01-28 01:00:00,6,1
433,227.0,108,2024-04-23 15:00:00,1,0
434,121.0,66,2024-02-25 16:00:00,6,1
435,2929.0,92,2024-02-16 14:00:00,4,0
436,1402.0,1,2024-05-20 23:00:00,0,0
437,2333.0,13,2024-02-22 06:00:00,3,0
438,2852.0,51,2024-01-01 13:00:00,0,0
439,2813.0,53,2024-02-22 12:00:00,3,0
440,1162.0,70,2024-02-04 19:00:00,6,1
441,1420.0,75,2024-03-08 04:00:00,4,0
442,643.0,22,2024-05-12 21:00:00,6,1
443,1986.0,65,2024-04-26 19:00:00,4,0
444,1585.0,117,2024-03-15 18:00:00,4,0
445,1142.0,77,2024-05-10 11:00:00,4,0
446,1523.0,6,2024-01-29 04:00:00,0,0
447,1114.0,88,2024-04-22 06:00:00,0,0
448,606.0,19,2024-01-24 08:00:00,2,0
449,1590.0,17,2024-04-02 22:00:00,1,0
450,2708.0,81,2024-05-30 07:00:00,3,0
451,5.0,21,2024-02-20 10:00:00,1,0
452,2208.0,41,2024-06-28 16:00:00,4,0
453,1321.0,78,2024-03-19 10:00:00,1,0
454,920.0,95,2024-01-29 03:00:00,0,0
455,1431.0,115,2024-04-04 06:00:00,3,0
456,1866.0,96,2024-02-28 23:00:00,2,0
457,395.0,90,2024-01-20 17:00:00,5,1
458,2061.0,98,2024-06-02 11:00:00,6,1
459,1931.0,42,2024-06-24 12:00:00,0,0
460,290.0,37,2024-03-28 01:00:00,3,0
461,1744.0,27,2024-02-06 14:00:00,1,0
462,2760.0,99,2024-01-12 20:00:00,4,0
463,2947.0,61,2024-05-17 10:00:00,4,0
464,2513.0,92,2024-04-17 08:00:00,2,0
465,904.0,98,2024-03-09 15:00:00,5,1
466,2269.0,58,2024-02-14 22:00:00,2,0
467,706.0,22,2024-04-13 18:00:00,5,1
468,1606.0,2,2024-05-11 21:00:00,5,1
469,2314.0,48,2024-06-05 01:00:00,2,0
470,185.0,69,2024-03-08 01:00:00,4,0
471,2195.0,94,2024-05-04 17:00:00,5,1
472,781.0,83,2024-01-09 11:00:00,1,0
473,94.0,29,2024-01-23 23:00:00,1,0
474,1246.0,42,2024-03-13 20:00:00,2,0
475,1078.0,4,2024-03-23 19:00:00,5,1
476,2934.0,110,2024-04-21 18:00:00,6,1
477,1147.0,73,2024-05-12 12:00:00,6,1
478,2744.0,107,2024-03-16 02:00:00,5,1
479,1340.0,107,2024-01-22 21:00:00,0,0
480,444.0,119,2024-06-14 01:00:00,4,0
481,2173.0,76,2024-01-17 19:00:00,2,0
482,275.0,85,2024-02-26 04:00:00,0,0
483,898.0,87,2024-05-07 02:00:00,1,0
484,59.0,105,2024-05-02 07:00:00,3,0
485,1716.0,98,2024-01-09 01:00:00,1,0
486,176.0,37,2024-02-09 01:00:00,4,0
487,1501.0,60,2024-01-05 13:00:00,4,0
488,1405.0,112,2024-01-04 21:00:00,3,0
489,467.0,45,2024-05-08 00:00:00,2,0
490,2058.0,14,2024-05-15 09:00:00,2,0
491,2764.0,111,2024-03-15 12:00:00,4,0
492,2185.0,30,2024-04-24 13:00:00,2,0
493,2851.0,11,2024-06-22 12:00:00,5,1
494,1021.0,91,2024-01-30 08:00:00,1,0
495,2926.0,87,2024-04-13 03:00:00,5,1
496,2915.0,104,2024-05-14 18:00:00,1,0
497,209.0,53,2024-04-30 15:00:00,1,0
498,1935.0,32,2024-05-03 10:00:00,4,0
499,189.0,113,2024-01-06 09:00:00,5,1
500,237.0,11,2024-03-08 05:00:00,4,0
501,333.0,16,2024-03-01 02:00:00,4,0
502,1305.0,44,2024-03-31 11:00:00,6,1
503,2461.0,105,2024-03-25 20:00:00,0,0
504,652.0,17,2024-03-13 12:00:00,2,0
505,2057.0,104,2024-02-01 21:00:00,3,0
506,1928.0,110,2024-05-17 08:00:00,4,0
507,2845.0,7,2024-06-24 00:00:00,0,0
508,2648.0,54,2024-04-24 05:00:00,2,0
509,2828.0,22,2024-04-23 20:00:00,1,0
510,1591.0,13,2024-05-11 11:00:00,5,1
511,588.0,109,2024-05-26 07:00:00,6,1
512,79.0,13,2024-03-29 12:00:00,4,0
513,2651.0,2,2024-03-28 19:00:00,3,0
514,1884.0,117,2024-02-10 22:00:00,5,1
515,537.0,21,2024-01-14 11:00:00,6,1
516,2351.0,33,2024-05-24 04:00:00,4,0
517,1198.0,13,2024-04-07 23:00:00,6,1
518,2994.0,72,2024-01-11 07:00:00,3,0
519,1922.0,86,2024-06-20 17:00:00,3,0
520,1146.0,55,2024-05-12 19:00:00,6,1
521,1509.0,95,2024-05-27 01:00:00,0,0
522,2352.0,77,2024-02-06 22:00:00,1,0
523,957.0,47,2024-06-13 04:00:00,3,0
524,513.0,50,2024-03-16 22:00:00,5,1
525,1817.0,79,2024-03-06 19:00:00,2,0
526,946.0,107,2024-02-04 03:00:00,6,1
527,2110.0,30,2024-01-06 08:00:00,5,1
528,1268.0,45,2024-03-19 16:00:00,1,0
529,1908.0,99,2024-03-15 10:00:00,4,0
530,1633.0,4,2024-03-07 13:00:00,3,0
531,2413.0,24,2024-04-11 03:00:00,3,0
532,306.0,100,2024-05-02 20:00:00,3,0
533,392.0,68,2024-02-23 21:00:00,4,0
534,1464.0,16,2024-04-09 10:00:00,1,0
535,2533.0,25,2024-03-24 20:00:00,6,1
536,964.0,35,2024-03-01 15:00:00,4,0
537,836.0,40,2024-04-11 20:00:00,3,0
538,341.0,48,2024-02-21 02:00:00,2,0
539,1689.0,9,2024-03-10 04:00:00,6,1
540,105.0,21,2024-05-09 08:00:00,3,0
541,2544.0,8,2024-02-11 19:00:00,6,1
542,1897.0,19,2024-04-15 18:00:00,0,0
543,1867.0,59,2024-04-26 14:00:00,4,0
